id,name,account_root_id/id,tax_code_root_id/id,bank_account_view_id/id,property_account_receivable/id,property_account_payable/id,property_account_expense/id,property_account_income/id,property_account_expense_categ/id,property_account_income_categ/id
RJE_account_chart,Thailand - Chart of Accounts for RJE,RJE,tc_root,111200,113100,212100,500000,400000,510000,410000
