id,name,account_root_id/id,tax_code_root_id/id,bank_account_view_id/id,property_account_receivable/id,property_account_payable/id,property_account_expense/id,property_account_income/id,property_account_expense_categ/id,property_account_income_categ/id
NSTDA_account_chart,Thailand - Chart of Accounts for NSTDA,0,thai_tax,1101020000,1102010002,2101010001,5200000000,4300000000,5000000000,4000000000
